USER_ID,TYPE,FILE_ID,ARRIVAL_TIME,FILE_SIZE,USER2_ID,RF
120,r,72,360422,3,8,0
435,r,44,360543,4,97,0
372,r,40,360646,3,1,0
366,r,56,361036,4,18,0
508,r,23,361413,7,44,0
22,w,122,362213,5,22,0
190,r,64,362500,3,2,0
360,r,47,362813,5,6,0
217,r,64,362823,3,2,0
227,r,28,363050,6,73,0
502,r,53,364637,5,15,0
272,r,66,364644,3,1,0
371,r,20,364796,6,11,0
131,r,81,365146,6,70,0
226,r,40,365641,3,1,0
17,w,123,366157,8,17,0
264,r,65,366349,6,10,0
250,r,30,366443,4,22,0
163,r,32,367273,3,8,0
17,w,124,367352,6,17,0
325,r,67,367446,4,14,0
297,r,1,367965,5,4,0
536,r,73,369007,6,15,0
186,r,14,369170,8,14,0
275,r,65,369509,6,10,0
173,r,5,369518,3,10,0
264,r,44,369909,4,97,0
298,r,60,370379,4,82,0
250,r,44,370522,4,97,0
284,r,4,370822,3,8,0
546,r,42,371510,6,17,0
262,r,26,372208,8,14,0
188,r,78,372491,4,6,0
278,r,68,372549,6,22,0
197,r,20,372596,6,11,0
165,r,47,373520,5,6,0
171,r,34,373994,4,6,0
195,r,73,374173,6,15,0
398,r,9,374357,5,57,0
309,r,78,374926,4,6,0
520,r,37,375089,2,4,0
419,r,4,375233,3,8,0
529,r,42,375355,6,17,0
378,r,48,375549,4,15,0
75,w,125,376455,3,75,0
237,r,47,376589,5,6,0
380,r,6,376795,9,13,0
241,r,5,376932,3,10,0
509,r,72,377956,3,8,0
178,r,44,377968,4,97,0
422,r,35,378082,6,26,0
548,r,27,378549,8,94,0
172,r,33,379488,6,22,0
185,r,61,379554,7,15,0
506,r,56,379779,4,18,0
250,r,5,379812,3,10,0
546,r,82,380031,4,16,0
362,r,5,380506,3,10,0
256,r,42,381146,6,17,0
409,r,64,381477,3,2,0
494,r,74,381605,5,80,0
210,r,75,381864,3,1,0
480,r,46,381954,5,10,0
477,r,10,382896,4,106,0
333,r,62,382999,6,18,0
159,r,63,383281,4,106,0
493,r,10,383329,4,106,0
117,r,18,383811,1,2,0
15,w,126,384289,2,15,0
26,w,127,385414,6,26,0
8,w,128,385562,3,8,0
407,r,9,385670,5,57,0
523,r,48,385898,4,15,0
396,r,54,386014,6,7,0
352,r,75,387027,3,1,0
539,r,63,387113,4,106,0
12,w,129,387948,3,12,0
513,r,75,387970,3,1,0
500,r,1,388844,5,4,0
181,r,2,389713,8,5,0
181,r,5,389846,3,10,0
485,r,22,389856,1,16,0
374,r,34,390990,4,6,0
443,r,39,391003,6,6,0
548,r,51,391304,3,11,0
537,r,15,391412,5,75,0
181,r,43,392703,7,12,0
257,r,46,392905,5,10,0
455,r,62,393224,6,18,0
44,w,130,393305,6,44,0
301,r,41,394516,4,17,0
196,r,27,394596,8,94,0
192,r,16,395611,3,21,0
181,r,19,396597,9,4,0
194,r,29,397461,5,81,0
258,r,66,398620,3,1,0
22,w,131,400269,2,22,0
22,w,132,401392,2,22,0
245,r,46,402578,5,10,0
484,r,83,403643,4,13,0
246,r,29,406054,5,81,0
15,w,133,406719,4,15,0
262,r,75,407109,3,1,0
351,r,74,407530,5,80,0
275,r,18,407817,1,2,0
6,w,134,408681,5,6,0
255,r,73,409115,6,15,0
273,r,79,409423,5,17,0
294,r,67,409831,4,14,0
22,w,135,411207,5,22,0
459,r,74,411312,5,80,0
5,w,136,411716,5,5,0
501,r,78,412613,4,6,0
403,r,86,412743,4,65,0
304,r,92,413147,4,8,0
301,r,12,413283,6,12,0
303,r,14,413611,8,14,0
494,r,73,413663,6,15,0
200,r,86,414341,4,65,0
14,w,137,414670,4,14,0
236,r,105,415183,5,4,0
291,r,56,415695,4,18,0
334,r,71,415877,8,80,0
166,r,105,416019,5,4,0
470,r,101,416347,4,2,0
377,r,25,416986,8,100,0
233,r,35,417969,6,26,0
169,r,72,417989,3,8,0
155,r,83,418181,4,13,0
113,r,71,418462,8,80,0
179,r,34,418721,4,6,0
499,r,12,419408,6,12,0
29,w,138,419513,3,29,0
461,r,44,419761,4,97,0
193,r,88,419868,4,11,0
512,r,40,421135,3,1,0
313,r,102,421432,3,4,0
385,r,2,421633,8,5,0
179,r,42,421940,6,17,0
509,r,50,422143,6,8,0
489,r,105,423016,5,4,0
409,r,50,423714,6,8,0
205,r,46,423969,5,10,0
298,r,48,424020,4,15,0
19,w,139,424373,6,19,0
490,r,6,424770,9,13,0
486,r,74,425343,5,80,0
436,r,68,425544,6,22,0
76,w,140,426043,6,76,0
304,r,5,426466,3,10,0
313,r,25,426809,8,100,0
10,w,141,426946,4,10,0
235,r,61,427085,7,15,0
419,r,3,427520,4,5,0
1,w,142,427819,4,1,0
146,r,26,427945,8,14,0
237,r,18,428760,1,2,0
231,r,81,429183,6,70,0
159,r,88,429550,4,11,0
313,r,24,429910,8,6,0
326,r,29,429924,5,81,0
450,r,20,430358,6,11,0
243,r,101,430645,4,2,0
294,r,28,431251,6,73,0
224,r,60,431669,4,82,0
51,w,143,431942,5,51,0
275,r,22,432104,1,16,0
371,r,103,432869,6,11,0
478,r,69,433064,4,17,0
224,r,68,433151,6,22,0
143,r,39,433873,6,6,0
298,r,83,434221,4,13,0
18,w,144,434870,7,18,0
429,r,35,435019,6,26,0
473,r,1,435188,5,4,0
64,w,145,435632,7,64,0
490,r,26,435713,8,14,0
11,w,146,436771,5,11,0
7,w,147,436842,5,7,0
360,r,74,436853,5,80,0
502,r,14,437428,8,14,0
542,r,49,438383,5,97,0
9,w,148,438493,8,9,0
235,r,81,438825,6,70,0
128,r,40,438981,3,1,0
474,r,6,439242,9,13,0
530,r,16,439462,3,21,0
331,r,91,439970,6,47,0
357,r,23,440131,7,44,0
471,r,56,441080,4,18,0
242,r,5,441154,3,10,0
429,r,62,441499,6,18,0
299,r,2,441950,8,5,0
116,r,45,442108,5,4,0
443,r,17,442190,7,98,0
133,r,72,442638,3,8,0
5,w,149,443113,4,5,0
356,r,56,443251,4,18,0
394,r,103,443523,6,11,0
120,r,102,443638,3,4,0
394,r,102,444376,3,4,0
440,r,77,444563,9,1,0
345,r,35,445004,6,26,0
281,r,103,445093,6,11,0
497,r,99,445164,6,9,0
395,r,50,445579,6,8,0
294,r,63,446025,4,106,0
196,r,8,446892,4,19,0
321,r,29,446930,5,81,0
290,r,83,447606,4,13,0
145,r,56,448047,4,18,0
436,r,100,448530,5,22,0
398,r,43,448551,7,12,0
428,r,9,448897,5,57,0
275,r,76,449134,2,62,0
437,r,72,449625,3,8,0
509,r,17,449963,7,98,0
184,r,92,450125,4,8,0
281,r,86,450869,4,65,0
264,r,63,451167,4,106,0
496,r,63,451224,4,106,0
549,r,20,451379,6,11,0
183,r,55,451914,5,18,0
261,r,73,452570,6,15,0
530,r,4,453318,3,8,0
128,r,21,453961,7,1,0
353,r,24,453963,8,6,0
351,r,50,454052,6,8,0
219,r,27,454466,8,94,0
268,r,60,454867,4,82,0
187,r,7,455384,4,12,0
220,r,48,455530,4,15,0
356,r,67,456897,4,14,0
417,r,17,456913,7,98,0
128,r,7,456936,4,12,0
432,r,4,457325,3,8,0
342,r,6,458035,9,13,0
460,r,55,458207,5,18,0
400,r,67,458416,4,14,0
384,r,49,459623,5,97,0
549,r,44,459660,4,97,0
265,r,50,459692,6,8,0
382,r,79,459875,5,17,0
268,r,74,460440,5,80,0
432,r,96,460770,9,17,0
137,r,70,461195,6,17,0
8,w,150,461288,4,8,0
302,r,97,461379,6,68,0
130,r,27,461623,8,94,0
301,r,83,462700,4,13,0
544,r,88,462923,4,11,0
535,r,92,462931,4,8,0
542,r,59,463488,4,8,0
523,r,94,464268,5,17,0
300,r,2,464746,8,5,0
419,r,6,465527,9,13,0
147,r,55,465604,5,18,0
13,w,151,465683,1,13,0
346,r,82,465785,4,16,0
128,r,52,465841,7,19,0
393,r,61,467386,7,15,0
418,r,53,467400,5,15,0
332,r,57,467573,6,5,0
196,r,99,468067,6,9,0
8,w,152,468193,3,8,0
157,r,4,469230,3,8,0
160,r,39,469240,6,6,0
355,r,44,469762,4,97,0
338,r,53,469949,5,15,0
476,r,106,470000,8,10,0
211,r,91,470386,6,47,0
191,r,76,470949,2,62,0
60,w,153,471027,4,60,0
121,r,14,471493,8,14,0
420,r,62,471984,6,18,0
310,r,56,472550,4,18,0
184,r,30,473036,4,22,0
451,r,13,473361,6,10,0
298,r,31,473564,5,1,0
211,r,90,474132,4,11,0
130,r,93,474257,6,4,0
292,r,26,474339,8,14,0
489,r,107,475195,3,16,0
393,r,89,475755,8,7,0
5,w,154,475849,7,5,0
548,r,35,476527,6,26,0
174,r,87,476651,7,6,0
8,w,155,476864,7,8,0
165,r,35,477815,6,26,0
497,r,16,478097,3,21,0
203,r,10,478301,4,106,0
399,r,74,478322,5,80,0
289,r,53,478696,5,15,0
547,r,45,478978,5,4,0
4,w,156,479410,2,4,0
505,r,85,479664,2,15,0
448,r,59,480044,4,8,0
455,r,14,480758,8,14,0
454,r,8,480982,4,19,0
170,r,106,481257,8,10,0
147,r,101,481494,4,2,0
4,w,157,482567,7,4,0
190,r,35,482610,6,26,0
339,r,64,483187,3,2,0
251,r,48,483262,4,15,0
328,r,92,483445,4,8,0
473,r,24,484531,8,6,0
497,r,54,484620,6,7,0
467,r,98,485483,5,84,0
48,w,158,485595,7,48,0
133,r,96,485741,9,17,0
113,r,73,485875,6,15,0
504,r,105,486310,5,4,0
354,r,99,486706,6,9,0
330,r,8,487417,4,19,0
422,r,72,487878,3,8,0
507,r,42,487991,6,17,0
362,r,79,488043,5,17,0
1,w,159,488663,7,1,0
131,r,106,489295,8,10,0
192,r,56,489375,4,18,0
301,r,94,489782,5,17,0
282,r,1,490479,5,4,0
421,r,67,490571,4,14,0
220,r,8,490735,4,19,0
222,r,36,491122,4,82,0
289,r,24,492005,8,6,0
439,r,23,492404,7,44,0
448,r,6,492454,9,13,0
312,r,63,492756,4,106,0
360,r,66,493094,3,1,0
344,r,7,493845,4,12,0
434,r,70,494978,6,17,0
298,r,61,495370,7,15,0
315,r,97,495997,6,68,0
166,r,48,496600,4,15,0
307,r,93,496614,6,4,0
231,r,45,496660,5,4,0
258,r,95,498328,1,11,0
476,r,46,498432,5,10,0
183,r,55,498796,5,18,0
437,r,84,499525,3,110,0
415,r,25,500735,8,100,0
122,r,101,501495,4,2,0
48,w,160,502525,5,48,0
392,r,75,504851,3,1,0
238,r,88,506351,4,11,0
136,r,34,507640,4,6,0
404,r,81,509737,6,70,0
240,r,71,509747,8,80,0
381,r,33,510945,6,22,0
427,r,52,511282,7,19,0
352,r,42,512255,6,17,0
323,r,62,512847,6,18,0
367,r,30,513094,4,22,0
373,r,106,514105,8,10,0
7,w,161,514202,4,7,0
231,r,87,514229,7,6,0
526,r,33,514331,6,22,0
206,r,109,515239,5,2,0
488,r,66,515527,3,1,0
469,r,30,515778,4,22,0
347,r,32,516750,3,8,0
127,r,97,516828,6,68,0
42,w,162,517125,3,42,0
312,r,37,517728,2,4,0
347,r,106,518168,8,10,0
218,r,45,518607,5,4,0
436,r,103,519422,6,11,0
391,r,57,519535,6,5,0
113,r,120,519749,5,12,0
436,r,58,519903,7,4,0
363,r,3,520845,4,5,0
399,r,73,521028,6,15,0
17,w,163,521440,5,17,0
153,r,78,522048,4,6,0
266,r,120,522304,5,12,0
486,r,51,523121,3,11,0
398,r,60,523241,4,82,0
431,r,66,523633,3,1,0
534,r,80,523990,3,18,0
389,r,59,524130,4,8,0
279,r,55,524863,5,18,0
393,r,73,524931,6,15,0
314,r,72,525251,3,8,0
112,r,84,525701,3,110,0
307,r,35,526222,6,26,0
247,r,50,526248,6,8,0
521,r,51,526602,3,11,0
288,r,13,527097,6,10,0
508,r,59,527304,4,8,0
131,r,13,527875,6,10,0
262,r,123,528258,8,17,0
329,r,35,528639,6,26,0
3,w,164,528774,3,3,0
112,r,120,529014,5,12,0
408,r,127,530220,6,26,0
260,r,127,530244,6,26,0
242,r,64,530363,3,2,0
82,w,165,530660,2,82,0
217,r,102,531530,3,4,0
358,r,21,531593,7,1,0
238,r,5,531640,3,10,0
16,w,166,531897,4,16,0
335,r,3,532598,4,5,0
262,r,49,532903,5,97,0
312,r,101,533330,4,2,0
218,r,55,533565,5,18,0
368,r,43,533969,7,12,0
469,r,87,534372,7,6,0
426,r,86,534444,4,65,0
335,r,65,534548,6,10,0
442,r,111,535234,5,4,0
165,r,69,535688,4,17,0
412,r,90,536445,4,11,0
207,r,29,536557,5,81,0
473,r,114,536637,6,8,0
217,r,32,536663,3,8,0
16,w,167,537409,4,16,0
369,r,38,537888,4,2,0
396,r,15,537969,5,75,0
260,r,86,538439,4,65,0
250,r,2,538541,8,5,0
546,r,18,538923,1,2,0
306,r,115,539072,8,17,0
4,w,168,539349,9,4,0
437,r,108,539775,7,14,0
116,r,46,539847,5,10,0
454,r,105,540713,5,4,0
316,r,17,540962,7,98,0
306,r,78,541122,4,6,0
229,r,122,541892,5,22,0
462,r,46,542044,5,10,0
360,r,86,542416,4,65,0
516,r,99,542525,6,9,0
526,r,29,543752,5,81,0
434,r,30,543760,4,22,0
499,r,110,544496,6,12,0
348,r,93,544557,6,4,0
296,r,69,544930,4,17,0
361,r,70,545461,6,17,0
482,r,55,545873,5,18,0
486,r,15,545922,5,75,0
198,r,84,546156,3,110,0
382,r,3,547078,4,5,0
142,r,80,547168,3,18,0
375,r,87,547385,7,6,0
413,r,123,547622,8,17,0
250,r,14,547675,8,14,0
166,r,81,548473,6,70,0
13,w,169,548839,2,13,0
489,r,85,549448,2,15,0
491,r,40,550033,3,1,0
318,r,48,550287,4,15,0
195,r,111,551105,5,4,0
350,r,45,551241,5,4,0
439,r,120,551361,5,12,0
187,r,63,552097,4,106,0
339,r,7,552317,4,12,0
547,r,8,552876,4,19,0
14,w,170,553250,3,14,0
217,r,114,553873,6,8,0
376,r,93,554643,6,4,0
332,r,62,554694,6,18,0
376,r,54,555199,6,7,0
368,r,126,555789,2,15,0
216,r,126,555924,2,15,0
14,w,171,556496,10,14,0
200,r,44,557255,4,97,0
157,r,9,557330,5,57,0
406,r,126,557337,2,15,0
133,r,88,557528,4,11,0
451,r,85,557628,2,15,0
512,r,105,558548,5,4,0
525,r,130,558688,6,44,0
459,r,100,558715,5,22,0
419,r,38,559284,4,2,0
537,r,87,559626,7,6,0
296,r,54,559831,6,7,0
297,r,8,560124,4,19,0
402,r,22,560141,1,16,0
152,r,130,560758,6,44,0
395,r,63,561072,4,106,0
313,r,85,561383,2,15,0
98,w,172,562170,5,98,0
134,r,32,562516,3,8,0
161,r,37,562674,2,4,0
14,w,173,563118,8,14,0
178,r,43,563803,7,12,0
161,r,122,563887,5,22,0
508,r,86,564088,4,65,0
505,r,59,564482,4,8,0
159,r,22,564928,1,16,0
382,r,85,565099,2,15,0
13,w,174,565310,2,13,0
162,r,93,566102,6,4,0
246,r,41,566210,4,17,0
221,r,119,566365,6,5,0
452,r,29,566804,5,81,0
395,r,67,567113,4,14,0
142,r,19,567810,9,4,0
494,r,112,568198,6,21,0
514,r,51,568267,3,11,0
473,r,8,568331,4,19,0
225,r,78,568332,4,6,0
512,r,62,569007,6,18,0
166,r,86,569374,4,65,0
292,r,21,569713,7,1,0
438,r,94,570582,5,17,0
406,r,75,570710,3,1,0
213,r,95,570937,1,11,0
359,r,95,571060,1,11,0
340,r,105,571587,5,4,0
194,r,108,572054,7,14,0
443,r,21,572434,7,1,0
242,r,112,573107,6,21,0
500,r,33,573270,6,22,0
124,r,56,573531,4,18,0
175,r,101,573738,4,2,0
128,r,20,574573,6,11,0
345,r,87,574758,7,6,0
331,r,24,575001,8,6,0
388,r,76,575460,2,62,0
533,r,118,576055,5,35,0
321,r,122,576440,5,22,0
18,w,175,576690,6,18,0
431,r,103,576863,6,11,0
127,r,36,577221,4,82,0
279,r,23,577914,7,44,0
145,r,97,578371,6,68,0
185,r,48,578515,4,15,0
119,r,44,578838,4,97,0
245,r,18,579616,1,2,0
318,r,42,579800,6,17,0
127,r,28,579842,6,73,0
247,r,56,580161,4,18,0
252,r,108,580655,7,14,0
21,w,176,581019,4,21,0
153,r,7,581023,4,12,0
415,r,67,581173,4,14,0
491,r,81,581835,6,70,0
261,r,79,581924,5,17,0
252,r,76,582339,2,62,0
148,r,44,582736,4,97,0
404,r,71,583171,8,80,0
281,r,5,583510,3,10,0
445,r,112,584084,6,21,0
497,r,28,584392,6,73,0
8,w,177,584863,5,8,0
275,r,100,584903,5,22,0
436,r,99,585411,6,9,0
527,r,37,585697,2,4,0
405,r,99,586691,6,9,0
292,r,51,586721,3,11,0
540,r,79,586746,5,17,0
423,r,33,587704,6,22,0
192,r,79,587859,5,17,0
393,r,114,587882,6,8,0
287,r,94,588537,5,17,0
120,r,17,588613,7,98,0
224,r,21,589497,7,1,0
346,r,53,590314,5,15,0
145,r,45,590680,5,4,0
160,r,121,590794,4,14,0
234,r,77,591220,9,1,0
135,r,82,591881,4,16,0
149,r,88,592050,4,11,0
466,r,91,592614,6,47,0
548,r,66,593230,3,1,0
412,r,1,593506,5,4,0
488,r,8,593986,4,19,0
313,r,5,594679,3,10,0
546,r,74,595106,5,80,0
183,r,109,595304,5,2,0
533,r,120,595671,5,12,0
165,r,30,596633,4,22,0
49,w,178,596663,1,49,0
156,r,112,597333,6,21,0
392,r,43,598221,7,12,0
191,r,49,598318,5,97,0
6,w,179,598361,3,6,0
429,r,50,599703,6,8,0
448,r,107,600138,3,16,0
295,r,76,600662,2,62,0
117,r,89,600965,8,7,0
6,w,180,602179,2,6,0
408,r,102,602557,3,4,0
393,r,35,603205,6,26,0
414,r,84,604385,3,110,0
221,r,109,605493,5,2,0
385,r,35,605867,6,26,0
372,r,127,606623,6,26,0
221,r,112,608052,6,21,0
311,r,39,609145,6,6,0
395,r,78,611029,4,6,0
244,r,104,613460,5,72,0
9,w,181,614795,6,9,0
532,r,1,614965,5,4,0
166,r,102,616186,3,4,0
537,r,19,616826,9,4,0
321,r,57,618058,6,5,0
155,r,123,618378,8,17,0
363,r,117,619610,8,6,0
519,r,95,619876,1,11,0
366,r,65,619917,6,10,0
46,w,182,621224,7,46,0
118,r,136,621919,5,5,0
309,r,67,622019,4,14,0
416,r,19,622262,9,4,0
419,r,61,623370,7,15,0
161,r,52,623544,7,19,0
397,r,95,624300,1,11,0
452,r,61,624671,7,15,0
143,r,34,624705,4,6,0
224,r,10,625263,4,106,0
194,r,64,625842,3,2,0
143,r,43,626340,7,12,0
116,r,117,626439,8,6,0
140,r,136,627094,5,5,0
236,r,93,627202,6,4,0
310,r,6,627213,9,13,0
318,r,118,628122,5,35,0
545,r,61,628127,7,15,0
312,r,52,628890,7,19,0
95,w,183,628918,5,95,0
500,r,106,629207,8,10,0
252,r,7,629210,4,12,0
188,r,57,629604,6,5,0
196,r,52,630242,7,19,0
172,r,52,630566,7,19,0
396,r,18,630997,1,2,0
149,r,103,630998,6,11,0
153,r,76,632036,2,62,0
186,r,100,632391,5,22,0
130,r,92,632478,4,8,0
411,r,15,632690,5,75,0
134,r,33,633327,6,22,0
545,r,92,633644,4,8,0
172,r,97,634097,6,68,0
9,w,184,634510,4,9,0
216,r,136,634804,5,5,0
257,r,124,634967,6,17,0
431,r,106,635367,8,10,0
20,w,185,636698,5,20,0
333,r,126,636709,2,15,0
496,r,58,637492,7,4,0
152,r,69,637621,4,17,0
498,r,103,637717,6,11,0
119,r,8,637939,4,19,0
268,r,33,638975,6,22,0
111,r,146,639316,5,11,0
284,r,106,639401,8,10,0
519,r,104,639580,5,72,0
529,r,33,640296,6,22,0
411,r,54,640791,6,7,0
540,r,8,640795,4,19,0
22,w,186,641103,6,22,0
377,r,130,642034,6,44,0
429,r,85,642377,2,15,0
529,r,71,642573,8,80,0
354,r,24,642574,8,6,0
372,r,39,643030,6,6,0
373,r,47,643713,5,6,0
435,r,92,644393,4,8,0
316,r,56,644581,4,18,0
206,r,71,644773,8,80,0
470,r,58,644906,7,4,0
300,r,81,645164,6,70,0
190,r,77,645649,9,1,0
264,r,26,645928,8,14,0
154,r,51,646002,3,11,0
196,r,5,646219,3,10,0
385,r,84,646997,3,110,0
157,r,56,647002,4,18,0
510,r,142,647702,4,1,0
420,r,132,647910,2,22,0
354,r,108,647922,7,14,0
188,r,127,648153,6,26,0
292,r,69,648934,4,17,0
352,r,79,649069,5,17,0
414,r,93,649695,6,4,0
151,r,59,650083,4,8,0
289,r,38,650618,4,2,0
446,r,101,650676,4,2,0
360,r,53,650827,5,15,0
219,r,132,650833,2,22,0
424,r,39,651787,6,6,0
481,r,62,652002,6,18,0
18,w,187,652188,6,18,0
8,w,188,652349,2,8,0
162,r,51,652557,3,11,0
288,r,43,653078,7,12,0
372,r,3,653521,4,5,0
396,r,128,653594,3,8,0
504,r,85,654160,2,15,0
519,r,52,654562,7,19,0
343,r,28,654627,6,73,0
202,r,6,654748,9,13,0
231,r,58,654812,7,4,0
115,r,69,655215,4,17,0
227,r,82,656755,4,16,0
141,r,18,656797,1,2,0
527,r,86,657235,4,65,0
543,r,111,657412,5,4,0
466,r,134,657810,5,6,0
319,r,137,658487,4,14,0
152,r,143,658558,5,51,0
411,r,21,658673,7,1,0
307,r,23,659156,7,44,0
532,r,130,660119,6,44,0
480,r,130,660150,6,44,0
190,r,107,660156,3,16,0
19,w,189,660778,6,19,0
7,w,190,661448,9,7,0
405,r,121,661869,4,14,0
230,r,73,661997,6,15,0
20,w,191,662587,4,20,0
366,r,140,662804,6,76,0
492,r,143,663161,5,51,0
266,r,66,663279,3,1,0
472,r,136,663285,5,5,0
309,r,142,664066,4,1,0
182,r,133,664298,4,15,0
164,r,109,664547,5,2,0
467,r,93,664659,6,4,0
539,r,127,665153,6,26,0
242,r,63,665471,4,106,0
540,r,110,666385,6,12,0
381,r,93,666436,6,4,0
334,r,128,666447,3,8,0
508,r,16,666607,3,21,0
350,r,6,667459,9,13,0
272,r,2,667781,8,5,0
6,w,192,667998,8,6,0
409,r,81,668614,6,70,0
192,r,117,668690,8,6,0
174,r,113,668882,4,38,0
287,r,27,669170,8,94,0
294,r,105,669208,5,4,0
430,r,105,669637,5,4,0
485,r,53,670077,5,15,0
282,r,57,670462,6,5,0
414,r,75,670676,3,1,0
298,r,126,671556,2,15,0
350,r,26,671780,8,14,0
538,r,116,672160,3,5,0
550,r,70,672410,6,17,0
413,r,31,672478,5,1,0
6,w,193,673395,7,6,0
100,w,194,674025,5,100,0
223,r,22,674484,1,16,0
495,r,106,674570,8,10,0
472,r,126,674616,2,15,0
302,r,84,675271,3,110,0
173,r,42,675498,6,17,0
188,r,131,675620,2,22,0
59,w,195,675884,5,59,0
210,r,57,676098,6,5,0
463,r,108,676865,7,14,0
24,w,196,677264,5,24,0
548,r,57,677305,6,5,0
136,r,38,677591,4,2,0
273,r,9,677671,5,57,0
437,r,71,678228,8,80,0
114,r,97,678475,6,68,0
532,r,29,679091,5,81,0
114,r,87,679650,7,6,0
183,r,20,680118,6,11,0
212,r,41,680566,4,17,0
206,r,56,680589,4,18,0
381,r,100,680955,5,22,0
206,r,127,681967,6,26,0
228,r,95,681967,1,11,0
537,r,28,681967,6,73,0
138,r,61,681967,7,15,0
177,r,74,682631,5,80,0
532,r,45,682997,5,4,0
252,r,133,683166,4,15,0
226,r,20,683242,6,11,0
252,r,133,683800,4,15,0
226,r,20,684393,6,11,0
317,r,119,684544,6,5,0
432,r,89,685006,8,7,0
244,r,135,685210,5,22,0
190,r,1,686008,5,4,0
296,r,132,686220,2,22,0
353,r,106,686292,8,10,0
286,r,124,687743,6,17,0
147,r,123,687877,8,17,0
338,r,80,687974,3,18,0
146,r,47,688027,5,6,0
115,r,64,688829,3,2,0
307,r,109,689709,5,2,0
353,r,19,690064,9,4,0
202,r,84,690317,3,110,0
539,r,63,690427,4,106,0
189,r,138,690695,3,29,0
432,r,67,691769,4,14,0
389,r,53,691813,5,15,0
191,r,20,692067,6,11,0
413,r,80,692238,3,18,0
219,r,79,693153,5,17,0
461,r,95,693575,1,11,0
106,w,197,693885,6,106,0
25,w,198,694638,7,25,0
402,r,8,694844,4,19,0
544,r,102,694990,3,4,0
113,r,108,695542,7,14,0
390,r,128,695835,3,8,0
454,r,69,695951,4,17,0
179,r,53,696568,5,15,0
320,r,108,697402,7,14,0
471,r,46,697609,5,10,0
259,r,63,698243,4,106,0
291,r,130,698352,6,44,0
255,r,60,698736,4,82,0
292,r,58,698935,7,4,0
267,r,56,699788,4,18,0
369,r,113,700410,4,38,0
537,r,10,700584,4,106,0
543,r,2,700982,8,5,0
505,r,139,701735,6,19,0
501,r,90,702205,4,11,0
179,r,98,702460,5,84,0
335,r,27,702810,8,94,0
189,r,94,703178,5,17,0
125,r,77,703877,9,1,0
487,r,57,704159,6,5,0
261,r,28,704420,6,73,0
161,r,71,704641,8,80,0
525,r,64,705994,3,2,0
321,r,79,706008,5,17,0
124,r,57,706726,6,5,0
204,r,59,707623,4,8,0
318,r,89,708936,8,7,0
390,r,110,708983,6,12,0
473,r,79,709483,5,17,0
390,r,87,710518,7,6,0
454,r,118,710867,5,35,0
356,r,102,711061,3,4,0
382,r,123,713747,8,17,0
385,r,40,715258,3,1,0
514,r,112,717899,6,21,0
305,r,97,719386,6,68,0
17,w,199,720679,8,17,0
21,w,200,722106,7,21,0
444,r,74,723649,5,80,0
196,r,15,724234,5,75,0
301,r,9,724988,5,57,0
163,r,144,726132,7,18,0
542,r,34,726709,4,6,0
319,r,120,728645,5,12,0
462,r,62,728984,6,18,0
171,r,118,730245,5,35,0
172,r,144,730785,7,18,0
424,r,82,730987,4,16,0
162,r,156,731337,2,4,0
228,r,37,731635,2,4,0
443,r,77,732147,9,1,0
541,r,14,733512,8,14,0
185,r,116,733595,3,5,0
450,r,68,733866,6,22,0
229,r,20,734769,6,11,0
343,r,97,735068,6,68,0
509,r,47,735880,5,6,0
487,r,6,736069,9,13,0
478,r,134,736090,5,6,0
422,r,33,736880,6,22,0
511,r,58,737268,7,4,0
277,r,2,737283,8,5,0
389,r,52,737867,7,19,0
548,r,160,738472,5,48,0
530,r,59,738651,4,8,0
123,r,139,738821,6,19,0
218,r,6,739166,9,13,0
368,r,90,739571,4,11,0
393,r,77,739890,9,1,0
253,r,16,739980,3,21,0
382,r,99,740263,6,9,0
473,r,103,740355,6,11,0
73,w,201,740599,2,73,0
218,r,132,741449,2,22,0
152,r,55,741710,5,18,0
420,r,69,742154,4,17,0
381,r,8,742169,4,19,0
399,r,128,742523,3,8,0
139,r,68,742595,6,22,0
242,r,20,743391,6,11,0
235,r,57,744000,6,5,0
491,r,104,744117,5,72,0
17,w,202,744774,7,17,0
56,w,203,745073,2,56,0
152,r,66,745099,3,1,0
204,r,106,745635,8,10,0
133,r,48,746773,4,15,0
22,w,204,746798,3,22,0
7,w,205,746858,6,7,0
245,r,61,746943,7,15,0
22,w,206,747272,5,22,0
54,w,207,748018,4,54,0
16,w,208,748580,9,16,0
523,r,41,748703,4,17,0
347,r,58,749140,7,4,0
261,r,108,749158,7,14,0
142,r,7,749669,4,12,0
325,r,31,750103,5,1,0
258,r,45,750278,5,4,0
382,r,139,751417,6,19,0
207,r,8,751560,4,19,0
138,r,99,751573,6,9,0
280,r,48,751855,4,15,0
329,r,7,751902,4,12,0
152,r,139,753170,6,19,0
118,r,1,753171,5,4,0
340,r,56,753292,4,18,0
242,r,129,753906,3,12,0
399,r,160,754168,5,48,0
437,r,84,755415,3,110,0
457,r,133,755910,4,15,0
316,r,88,756064,4,11,0
133,r,95,756172,1,11,0
324,r,74,756640,5,80,0
209,r,62,757239,6,18,0
165,r,133,757545,4,15,0
392,r,8,758313,4,19,0
398,r,73,758366,6,15,0
275,r,43,758439,7,12,0
498,r,21,759087,7,1,0
316,r,89,760038,8,7,0
387,r,24,760149,8,6,0
